Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Gabon,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,78,73,85,100,109,119,130,153,169,172,77,101,91,98,96,80,76,74
Gabon,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,68,64,74,87,95,103,113,133,147,149,55,76,66,79,69,51,50,51
Gabon,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,30,27,23,7,43,39,41,42,44,39
Gabon,General government expenditure ,Million NCU,"779,878","1,023,990","952,054","802,440","855,320","1,036,150","1,122,140","1,155,850","1,314,590","1,296,720","1,642,090","1,865,710","2,099,540","3,013,400","2,135,220","1,892,300","1,815,680","1,570,290"
Gambia,Current Health Expenditure (CHE) per Capita in US$,,23,20,17,15,18,21,24,30,36,32,32,32,31,30,23,22,21,23
Gambia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,2,2,2,3,3,3,4,4,3,3,4,4,4,3,3,3,3
Gambia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,81,82,78,77,82,76,67,68,69,77,65,68,70,52,51,55,58,58
Gambia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,35,31,33,25,20,21,21,21,21,21,21,21,21,20,25,23,24,22
Gambia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,5,6,4,6,9,10,8,11,12,13,10,11,12,8,5,4,4,5
Gambia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,13,10,9,6,6,7,8,10,13,11,11,11,10,8,7,8,8,8
Gambia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8,6,6,4,4,4,5,6,8,7,7,7,7,6,6,5,5,5
Gambia,General government expenditure ,Million NCU,"1,231","1,522","1,518","2,237","3,575","3,802","4,148","3,563","4,004","5,546","6,292","6,871","8,678","8,742","9,740","11,469","12,585","17,042"
Ghana,Current Health Expenditure (CHE) per Capita in US$,,17,20,20,24,28,44,50,59,68,67,81,100,90,111,82,82,68,67
Ghana,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,4,4,4,4,5,5,5,4,5,4,5,3,3
Ghana,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,88,87,85,88,83,86,86,88,89,88,91,91,92,84,84,75,87,86
Ghana,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,53,48,53,51,51,40,41,41,41,34,33,36,40,39,45,36,38,40
Ghana,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1
Ghana,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,5,7,5,7,7,17,19,25,29,32,42,51,44,45,29,29,26,22
Ghana,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,10,11,12,14,17,21,23,28,32,28,32,40,39,48,40,33,33,35
Ghana,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,9,10,11,13,14,17,20,24,28,23,27,35,36,43,37,30,26,27
Ghana,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,,,,,,78,78,78,78,81,79,78,78,77,77,77,72,72
Ghana,General government expenditure ,Million NCU,806,"1,295","1,286","1,975","2,690","3,081","4,072","5,727","7,229","8,651","12,326","15,896","22,438","26,843","33,270","34,179","43,679","46,206"
Guinea-Bissau,Current Health Expenditure (CHE) per Capita in US$,,22,20,20,24,32,33,30,36,42,39,36,41,34,43,58,51,52,52
Guinea-Bissau,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,7,6,7,8,8,7,8,7,7,7,6,6,7,9,9,8,7
Guinea-Bissau,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,81,86,71,76,77,73,80,77,78,85,66,52,79,82,73,80,81,84
Guinea-Bissau,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,36,39,39,36,32,34,39,36,40,40,43,38,64,69,62,70,71,72
Guinea-Bissau,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3,3,2,3,4,3,3,3,3,3,1,1,1,1,1,1,1,1
Guinea-Bissau,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,10,10,6,10,14,13,11,14,15,16,7,4,3,4,4,4,4,4
Guinea-Bissau,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,8,8,8,9,10,11,13,15,19,17,17,18,24,31,38,37,39,40
Guinea-Bissau,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8,8,8,9,10,11,12,13,17,16,15,16,22,30,36,35,37,38
Guinea-Bissau,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,General government expenditure ,Million NCU,"65,355","57,642","45,510","54,681","70,526","68,028","65,687","85,398","92,433","86,270","86,281","94,405","69,512","68,047","128,694","146,502","151,372","154,563"
Kenya,Current Health Expenditure (CHE) per Capita in US$,,21,22,22,25,28,31,41,50,55,55,59,57,65,68,73,71,73,77
Kenya,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5
Kenya,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,88,87,86,84,81,83,72,71,71,71,71,74,76,77,80,82,84,82
Kenya,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,47,46,44,45,44,45,38,36,33,32,30,31,32,32,29,27,25,24
Kenya,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Kenya,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,6,6,7,7,7,9,10,13,15,15,17,18,21,23,27,29,31,33
Kenya,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,12,13,12,14,15,17,19,23,25,24,25,25,28,30,31,29,30,30
Kenya,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,10,10,10,11,12,14,16,18,19,17,18,18,20,22,21,19,18,18
Kenya,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Kenya,General government expenditure ,Million NCU,"201,051","224,988","245,698","269,174","288,458","340,308","397,930","475,345","566,781","662,490","767,359","878,277","1,030,230","1,205,070","1,466,840","1,708,960","1,943,660","2,108,230"
Liberia,Current Health Expenditure (CHE) per Capita in US$,,12,10,8,8,22,26,24,36,35,44,45,54,56,59,65,72,70,57
Liberia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,3,3,3,8,9,7,9,7,9,9,9,9,8,9,10,10,8
Liberia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,91,85,85,82,87,81,78,77,78,63,64,68,59,56,64,67,70,71
Liberia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,70,57,63,64,76,73,67,66,58,50,52,48,45,48,51,47,47,46
Liberia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Liberia,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,2,2,2,1,2,2,2,3,6,4,4,9,6,2,6,8,10,10
Liberia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,9,6,6,5,17,19,17,25,21,23,24,28,27,30,35,40,39,31
Liberia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,9,6,5,5,17,19,16,24,20,22,23,26,25,28,33,34,33,26
Liberia,General government expenditure ,Million NCU,"5,358","5,491","7,719","4,157","5,985","6,909","7,136","14,215","22,881","28,612","35,416","50,848","60,429","78,295","85,067","98,772","109,819","123,527"
Madagascar,Current Health Expenditure (CHE) per Capita in US$,,13,16,15,17,15,17,17,20,22,21,22,24,20,20,23,23,24,25
Madagascar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,6,6,6,6,6,5,5,5,5,5,4,4,5,6,6,6
Madagascar,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,86,80,79,89,79,77,75,83,80,74,84,73,80,79,74,71,73,77
Madagascar,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,38,32,35,36,31,33,32,33,37,38,36,28,33,34,27,24,22,25
Madagascar,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,3,3
Madagascar,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,5,6,6,8,6,6,6,8,7,6,9,9,8,7,9,9,11,12
Madagascar,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,6,6,6,8,6,6,7,8,10,10,10,8,8,8,8,7,7,7
Madagascar,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,5,5,5,6,5,5,5,7,8,8,8,7,6,7,6,6,5,6
Madagascar,General government expenditure ,Million NCU,"961,580","1,097,130","909,862","1,307,080","2,054,060","2,153,980","2,531,200","2,569,670","2,878,680","2,353,160","2,562,130","2,816,860","2,926,780","3,482,630","3,796,630","4,327,790","5,098,570","6,135,170"
Malawi,Current Health Expenditure (CHE) per Capita in US$,,9,8,11,12,16,17,21,25,32,35,33,38,32,39,34,34,29,32
Malawi,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,4,5,6,6,7,8,9,8,7,7,8,12,10,9,10,10
Malawi,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,58,58,54,54,34,38,37,35,43,38,37,36,29,32,37,46,46,48
Malawi,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,17,19,15,12,10,9,9,12,10,11,11,9,10,7,8,11,11,11
Malawi,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,3,3,3
Malawi,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,3,3,4,4,3,4,4,3,7,6,7,8,5,7,8,10,8,10
Malawi,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,2,2,2,2,2,2,4,5,7,7,5,5,4,5,5,6,5,5
Malawi,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,2,1,2,1,2,2,2,3,3,4,4,3,3,3,3,4,3,3
Malawi,General government expenditure ,Million NCU,"32,121","31,494","52,077","67,550","91,222","105,932","136,066","181,035","217,310","247,143","288,066","299,805","398,235","595,903","668,746","884,017","1,096,640","1,375,330"
Mali,Current Health Expenditure (CHE) per Capita in US$,,15,16,17,20,23,25,28,30,34,36,33,33,29,32,38,31,29,31
Mali,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
Mali,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,92,81,85,87,85,88,83,83,81,78,74,69,59,58,56,59,70,72
Mali,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,68,59,62,60,55,59,58,63,65,64,57,51,46,35,34,34,36,35
Mali,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Mali,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,4,3,4,6,7,7,6,6,5,5,5,5,3,7,8,7,9,11
Mali,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,10,10,11,12,13,15,17,20,23,23,19,18,14,12,14,11,11,12
Mali,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,10,9,10,12,13,14,16,19,22,23,19,17,13,11,13,11,11,11
Mali,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,96,96,96,96,47,36,27,27
Mali,General government expenditure ,Million NCU,"407,862","465,943","540,579","568,990","625,835","712,656","796,302","838,950","828,240","1,097,790","1,071,600","1,259,190","986,591","1,292,360","1,419,860","1,622,270","1,850,100","2,045,030"
Mauritania,Current Health Expenditure (CHE) per Capita in US$,,22,22,25,28,30,32,33,38,46,42,41,45,47,53,57,55,45,49
Mauritania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,5,5,5,5,3,4,4,4,3,3,3,4,4,5,4,4
Mauritania,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,96,96,95,91,93,95,97,96,95,95,94,95,95,91,90,91,98,93
Mauritania,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,78,77,70,68,70,67,68,65,61,63,63,58,55,50,47,47,53,50
Mauritania,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
Mauritania,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,3,3,5,5,6,8,8,10,14,12,11,14,16,20,20,21,18,19
Mauritania,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,18,18,18,20,22,23,24,26,30,28,27,29,28,28,30,29,26,26
Mauritania,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,17,17,17,19,21,21,22,25,28,26,26,26,26,26,27,26,24,24
Mauritania,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Mauritania,General government expenditure ,Million NCU,"79,337","100,343","117,581","159,600","149,569","166,250","199,986","220,941","245,739","227,982","269,005","323,972","429,956","436,742","479,104","513,687","469,783","494,079"
Mauritius,Current Health Expenditure (CHE) per Capita in US$,,119,119,136,162,190,198,209,236,322,310,367,397,398,453,560,529,553,600
Mauritius,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,4,4,4,4,4,5,4,4,5,5,6,6,6
Mauritius,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,99,100,100,100,100,100,100,99,98,98,96,98,99,100,97,100,99
Mauritius,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,44,44,45,45,43,50,53,56,62,58,52,53,52,53,50,50,48,49
Mauritius,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2
Mauritius,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,64,64,72,85,103,95,94,99,114,117,162,163,177,189,252,221,244,257
Mauritius,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,55,55,64,77,87,102,115,137,205,187,198,218,213,257,305,295,308,338
Mauritius,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,52,52,61,73,82,98,111,132,199,181,192,210,206,241,281,262,266,293
Mauritius,General government expenditure ,Million NCU,"28,800","31,851","35,739","40,258","43,175","46,631","50,054","55,681","65,388","74,366","75,049","79,570","80,115","91,048","92,214","102,945","109,555","112,500"
Mozambique,Current Health Expenditure (CHE) per Capita in US$,,10,12,13,15,17,23,23,23,23,23,21,24,31,33,37,28,19,21
Mozambique,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,5,5,5,5,6,6,5,5,5,5,4,5,5,6,5,5,5
Mozambique,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,92,80,71,66,67,59,59,51,38,25,23,20,36,38,41,40,39,39
Mozambique,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,16,11,13,13,13,9,10,10,10,9,8,9,8,8,6,7,8,7
Mozambique,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3,3,3,3,3,3,3,2,1,1,1,0,1,2,2,2,2,1
Mozambique,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,8,8,7,8,9,11,11,9,6,3,3,2,8,10,12,9,6,6
Mozambique,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2
Mozambique,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2
Mozambique,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,66,77,81,84,85,86,0,0,0,0,0
Mozambique,General government expenditure ,Million NCU,"15,527","24,294","26,231","29,134","31,845","34,734","48,649","58,447","66,853","86,701","103,158","122,808","133,563","164,659","226,107","208,458","223,462","254,509"
Guinea,Current Health Expenditure (CHE) per Capita in US$,,16,15,18,18,17,14,13,19,19,19,19,23,23,25,36,42,37,34
Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,4,4,4,3,3,3,3,3,3,3,4,4,3,5,6,5,4
Guinea,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,62,61,63,62,64,70,74,77,77,77,78,74,78,77,82,77,73,86
Guinea,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,53,50,46,50,56,61,64,68,67,67,65,60,62,62,58,49,50,57
Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
Guinea,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,1,2,3,2,1,1,1,1,2,2,2,3,3,4,5,3,5,6
Guinea,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,8,8,8,9,10,9,8,13,13,13,13,14,15,16,24,29,23,23
Guinea,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8,8,8,9,10,9,8,13,13,13,13,14,14,16,21,21,19,19
Guinea,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,General government expenditure ,Million NCU,"893,000","1,113,830","1,157,350","1,395,300","1,464,150","1,807,880","2,871,410","2,287,200","3,231,880","5,240,250","8,049,100","7,246,900","10,342,150","10,785,380","12,442,550","14,286,070","12,439,080","16,276,450"
Namibia,Current Health Expenditure (CHE) per Capita in US$,,201,177,169,248,339,368,397,453,400,375,505,550,547,490,452,477,414,447
Namibia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10,10,10,10,10,10,10,11,10,9,10,10,10,9,8,10,9,9
Namibia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,95,94,94,94,86,80,76,80,78,81,86,89,92,94,94,94,93,96
Namibia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,7,7,7,7,7,7,6,6,7,9,9,10,11,10,9,7,8,8
Namibia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4
Namibia,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,100,91,89,131,164,162,162,197,166,144,207,229,223,220,204,197,189,206
Namibia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,91,76,70,102,128,130,141,167,147,159,226,275,282,240,222,254,197,223
Namibia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,15,12,13,18,24,25,25,28,28,32,47,57,58,47,40,34,31,35
Namibia,General government expenditure ,Million NCU,"8,233","9,456","10,658","11,697","12,220","12,906","14,285","16,061","19,907","24,040","27,645","34,666","37,446","44,983","56,351","63,772","65,862","65,356"
Lesotho,Current Health Expenditure (CHE) per Capita in US$,,29,28,24,33,42,42,49,65,68,79,93,121,113,112,108,98,84,105
Lesotho,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,6,6,6,6,5,6,7,7,8,8,9,9,9,9,8,8,9
Lesotho,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99,100,100,95,94,88,92,93,83,74,82,76,79,76,84,81,82,80
Lesotho,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,35,30,31,32,32,34,30,25,22,20,22,18,19,17,17,16,18,17
Lesotho,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3,4,3,3,3,2,3,4,4,5,4,5,5,5,6,5,5,6
Lesotho,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,14,16,13,18,24,20,28,42,39,43,54,69,68,66,73,64,55,66
Lesotho,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,14,12,11,13,15,17,17,19,18,16,23,23,21,20,18,16,15,17
Lesotho,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,10,8,7,11,13,14,15,16,15,16,20,22,21,20,18,16,15,17
Lesotho,General government expenditure ,Million NCU,"2,418","2,947","3,367","3,519","3,639","4,271","5,062","5,916","7,707","9,795","9,256","11,466","12,117","13,712","13,661","15,625","16,229","16,572"
Niger,Current Health Expenditure (CHE) per Capita in US$,,11,11,12,15,16,20,21,22,26,27,24,25,23,25,25,26,23,29
Niger,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,7,7,8,8,8,7,8,7,7,6,6,6,7,6,8
Niger,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,91,91,91,90,90,90,90,87,88,88,88,89,87,88,87,75,85,83
Niger,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,63,63,63,64,63,54,52,55,54,57,56,58,61,57,55,52,59,48
Niger,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,3
Niger,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,2,2,3,3,3,6,7,6,7,7,6,7,6,7,7,5,6,10
Niger,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,7,8,9,10,11,12,12,14,16,17,15,16,14,14,15,14,14,15
Niger,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,7,7,8,9,10,11,11,12,14,15,13,14,14,14,14,13,13,14
Niger,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
